order_id,customer_id,product_id,quantity,total_amount,order_status,order_date,created_at,updated_at
4790,696,423,3,239349.0,Pending,2026-08-06 17:59:26.224662,2026-08-06 17:59:26.224662,2026-08-06 17:59:26.224662
4791,660,289,5,6640.0,Shipped,2026-08-06 17:59:26.922784,2026-08-06 17:59:26.922784,2026-08-06 17:59:26.922784
4792,854,397,4,326400.0,Cancelled,2026-08-06 17:59:27.587221,2026-08-06 17:59:27.587221,2026-08-06 17:59:27.587221
4793,867,16,3,273033.0,Delivered,2026-08-06 17:59:28.203349,2026-08-06 17:59:28.203349,2026-08-06 17:59:28.203349
4794,352,231,3,155817.0,Shipped,2026-08-06 17:59:28.902184,2026-08-06 17:59:28.902184,2026-08-06 17:59:28.902184
4795,139,216,5,29855.0,Cancelled,2026-08-06 17:59:29.542431,2026-08-06 17:59:29.542431,2026-08-06 17:59:29.542431
4796,536,226,4,132620.0,Processing,2026-08-06 17:59:30.222177,2026-08-06 17:59:30.222177,2026-08-06 17:59:30.222177
4797,871,292,1,27403.0,Pending,2026-08-06 17:59:30.922625,2026-08-06 17:59:30.922625,2026-08-06 17:59:30.922625
4798,576,318,3,126288.0,Cancelled,2026-08-06 17:59:31.586820,2026-08-06 17:59:31.586820,2026-08-06 17:59:31.586820
4799,660,209,4,168560.0,Processing,2026-08-06 17:59:32.222299,2026-08-06 17:59:32.222299,2026-08-06 17:59:32.222299
4800,980,319,5,54700.0,Delivered,2026-08-06 17:59:32.869680,2026-08-06 17:59:32.869680,2026-08-06 17:59:32.869680
4801,525,372,1,77004.0,Delivered,2026-08-06 17:59:33.621893,2026-08-06 17:59:33.621893,2026-08-06 17:59:33.621893
4802,408,128,5,175260.0,Processing,2026-08-06 17:59:34.267399,2026-08-06 17:59:34.267399,2026-08-06 17:59:34.267399
4803,154,423,1,23077.0,Shipped,2026-08-06 17:59:35.069117,2026-08-06 17:59:35.069117,2026-08-06 17:59:35.069117
4804,978,360,3,267978.0,Cancelled,2026-08-06 17:59:35.781756,2026-08-06 17:59:35.781756,2026-08-06 17:59:35.781756
4805,239,206,4,179596.0,Processing,2026-08-06 17:59:36.484839,2026-08-06 17:59:36.484839,2026-08-06 17:59:36.484839
4806,647,69,2,134512.0,Cancelled,2026-08-06 17:59:37.122817,2026-08-06 17:59:37.122817,2026-08-06 17:59:37.122817
4807,976,246,3,39303.0,Processing,2026-08-06 17:59:37.769816,2026-08-06 17:59:37.769816,2026-08-06 17:59:37.769816
4808,365,360,2,132148.0,Delivered,2026-08-06 17:59:38.442341,2026-08-06 17:59:38.442341,2026-08-06 17:59:38.442341
4809,856,173,1,42179.0,Delivered,2026-08-06 17:59:39.069686,2026-08-06 17:59:39.069686,2026-08-06 17:59:39.069686
4810,818,495,1,43668.0,Cancelled,2026-08-06 17:59:39.742128,2026-08-06 17:59:39.742128,2026-08-06 17:59:39.742128
4811,782,150,4,226620.0,Pending,2026-08-06 17:59:40.392046,2026-08-06 17:59:40.392046,2026-08-06 17:59:40.392046
4812,326,233,5,183700.0,Pending,2026-08-06 17:59:41.105515,2026-08-06 17:59:41.105515,2026-08-06 17:59:41.105515
4813,496,18,3,69744.0,Cancelled,2026-08-06 17:59:41.762640,2026-08-06 17:59:41.762640,2026-08-06 17:59:41.762640
4814,856,88,2,1102.0,Pending,2026-08-06 17:59:42.482877,2026-08-06 17:59:42.482877,2026-08-06 17:59:42.482877
4815,991,410,5,311790.0,Shipped,2026-08-06 17:59:43.122446,2026-08-06 17:59:43.122446,2026-08-06 17:59:43.122446
4816,326,106,1,85556.0,Processing,2026-08-06 17:59:43.842503,2026-08-06 17:59:43.842503,2026-08-06 17:59:43.842503
4817,89,81,3,289320.0,Cancelled,2026-08-06 17:59:44.464329,2026-08-06 17:59:44.464329,2026-08-06 17:59:44.464329
4818,233,359,1,91118.0,Delivered,2026-08-06 17:59:45.123206,2026-08-06 17:59:45.123206,2026-08-06 17:59:45.123206
4819,919,472,3,7143.0,Processing,2026-08-06 17:59:45.934062,2026-08-06 17:59:45.934062,2026-08-06 17:59:45.934062
4820,732,414,3,94479.0,Processing,2026-08-06 17:59:46.662601,2026-08-06 17:59:46.662601,2026-08-06 17:59:46.662601
4821,90,299,1,81584.0,Delivered,2026-08-06 17:59:47.305151,2026-08-06 17:59:47.305151,2026-08-06 17:59:47.305151
4822,611,172,2,105662.0,Pending,2026-08-06 17:59:47.962627,2026-08-06 17:59:47.962627,2026-08-06 17:59:47.962627
4823,234,232,2,111732.0,Shipped,2026-08-06 17:59:48.684968,2026-08-06 17:59:48.684968,2026-08-06 17:59:48.684968
4824,636,58,1,95527.0,Pending,2026-08-06 17:59:49.386998,2026-08-06 17:59:49.386998,2026-08-06 17:59:49.386998
4825,86,448,3,264678.0,Processing,2026-08-06 17:59:50.163040,2026-08-06 17:59:50.163040,2026-08-06 17:59:50.163040
4826,154,47,2,148980.0,Cancelled,2026-08-06 17:59:50.822270,2026-08-06 17:59:50.822270,2026-08-06 17:59:50.822270
4827,825,460,2,9470.0,Delivered,2026-08-06 17:59:51.522203,2026-08-06 17:59:51.522203,2026-08-06 17:59:51.522203
4828,1000,233,5,335875.0,Shipped,2026-08-06 17:59:52.192279,2026-08-06 17:59:52.192279,2026-08-06 17:59:52.192279
4829,591,350,2,148622.0,Shipped,2026-08-06 17:59:52.842527,2026-08-06 17:59:52.842527,2026-08-06 17:59:52.842527
4830,374,220,3,68862.0,Pending,2026-08-06 17:59:53.524404,2026-08-06 17:59:53.524404,2026-08-06 17:59:53.524404
4831,614,310,2,67354.0,Pending,2026-08-06 17:59:54.150111,2026-08-06 17:59:54.150111,2026-08-06 17:59:54.150111
4832,790,77,2,159816.0,Cancelled,2026-08-06 17:59:54.842515,2026-08-06 17:59:54.842515,2026-08-06 17:59:54.842515
4833,663,311,5,302885.0,Processing,2026-08-06 17:59:55.542246,2026-08-06 17:59:55.542246,2026-08-06 17:59:55.542246
4834,912,55,2,176022.0,Shipped,2026-08-06 17:59:56.187295,2026-08-06 17:59:56.187295,2026-08-06 17:59:56.187295
4835,353,451,1,920.0,Delivered,2026-08-06 17:59:56.782083,2026-08-06 17:59:56.782083,2026-08-06 17:59:56.782083
4836,540,205,1,52559.0,Pending,2026-08-06 17:59:57.422346,2026-08-06 17:59:57.422346,2026-08-06 17:59:57.422346
4837,946,351,2,70082.0,Shipped,2026-08-06 17:59:58.159004,2026-08-06 17:59:58.159004,2026-08-06 17:59:58.159004
4838,41,15,5,146225.0,Delivered,2026-08-06 17:59:58.827644,2026-08-06 17:59:58.827644,2026-08-06 17:59:58.827644
4839,421,150,1,82455.0,Cancelled,2026-08-06 17:59:59.582124,2026-08-06 17:59:59.582124,2026-08-06 17:59:59.582124
4840,575,164,1,70726.0,Cancelled,2026-08-06 18:00:00.242509,2026-08-06 18:00:00.242509,2026-08-06 18:00:00.242509
4841,966,124,2,172464.0,Delivered,2026-08-06 18:00:00.902437,2026-08-06 18:00:00.902437,2026-08-06 18:00:00.902437
4842,415,370,5,413945.0,Processing,2026-08-06 18:00:01.647273,2026-08-06 18:00:01.647273,2026-08-06 18:00:01.647273
4843,637,144,3,177180.0,Processing,2026-08-06 18:00:02.347304,2026-08-06 18:00:02.347304,2026-08-06 18:00:02.347304
4844,401,85,3,235476.0,Delivered,2026-08-06 18:00:03.029495,2026-08-06 18:00:03.029495,2026-08-06 18:00:03.029495
4845,333,153,2,158442.0,Shipped,2026-08-06 18:00:03.752312,2026-08-06 18:00:03.752312,2026-08-06 18:00:03.752312
4846,47,494,4,64596.0,Shipped,2026-08-06 18:00:04.463838,2026-08-06 18:00:04.463838,2026-08-06 18:00:04.463838
4847,842,289,4,169120.0,Pending,2026-08-06 18:00:05.102066,2026-08-06 18:00:05.102066,2026-08-06 18:00:05.102066
4848,622,322,3,240345.0,Processing,2026-08-06 18:00:05.748895,2026-08-06 18:00:05.748895,2026-08-06 18:00:05.748895
4849,669,139,1,78951.0,Cancelled,2026-08-06 18:00:06.445117,2026-08-06 18:00:06.445117,2026-08-06 18:00:06.445117
4850,64,115,5,205735.0,Processing,2026-08-06 18:00:07.102460,2026-08-06 18:00:07.102460,2026-08-06 18:00:07.102460
4851,999,53,4,170048.0,Processing,2026-08-06 18:00:07.749917,2026-08-06 18:00:07.749917,2026-08-06 18:00:07.749917
4852,728,323,3,149361.0,Pending,2026-08-06 18:00:08.444488,2026-08-06 18:00:08.444488,2026-08-06 18:00:08.444488
4853,3,334,1,20629.0,Delivered,2026-08-06 18:00:09.192116,2026-08-06 18:00:09.192116,2026-08-06 18:00:09.192116
4854,390,434,4,178816.0,Shipped,2026-08-06 18:00:09.812229,2026-08-06 18:00:09.812229,2026-08-06 18:00:09.812229
4855,478,471,1,51671.0,Cancelled,2026-08-06 18:00:10.509511,2026-08-06 18:00:10.509511,2026-08-06 18:00:10.509511
4856,548,234,5,149830.0,Processing,2026-08-06 18:00:11.182498,2026-08-06 18:00:11.182498,2026-08-06 18:00:11.182498
4857,162,438,2,37200.0,Pending,2026-08-06 18:00:11.882627,2026-08-06 18:00:11.882627,2026-08-06 18:00:11.882627
4858,720,192,3,227595.0,Delivered,2026-08-06 18:00:12.542590,2026-08-06 18:00:12.542590,2026-08-06 18:00:12.542590
4859,91,252,5,171605.0,Processing,2026-08-06 18:00:13.222429,2026-08-06 18:00:13.222429,2026-08-06 18:00:13.222429
4860,851,400,3,218931.0,Shipped,2026-08-06 18:00:13.862109,2026-08-06 18:00:13.862109,2026-08-06 18:00:13.862109
4861,778,48,1,28521.0,Pending,2026-08-06 18:00:14.510193,2026-08-06 18:00:14.510193,2026-08-06 18:00:14.510193
4862,644,287,4,375776.0,Processing,2026-08-06 18:00:15.149875,2026-08-06 18:00:15.149875,2026-08-06 18:00:15.149875
4863,56,38,1,65661.0,Cancelled,2026-08-06 18:00:15.828724,2026-08-06 18:00:15.828724,2026-08-06 18:00:15.828724
4864,19,349,2,170356.0,Shipped,2026-08-06 18:00:16.422395,2026-08-06 18:00:16.422395,2026-08-06 18:00:16.422395
4865,368,127,5,324015.0,Pending,2026-08-06 18:00:17.072512,2026-08-06 18:00:17.072512,2026-08-06 18:00:17.072512
4866,721,311,5,385625.0,Cancelled,2026-08-06 18:00:17.802454,2026-08-06 18:00:17.802454,2026-08-06 18:00:17.802454
4867,417,470,2,120482.0,Shipped,2026-08-06 18:00:18.524824,2026-08-06 18:00:18.524824,2026-08-06 18:00:18.524824
4868,653,190,3,28056.0,Processing,2026-08-06 18:00:19.242891,2026-08-06 18:00:19.242891,2026-08-06 18:00:19.242891
4869,474,303,4,272308.0,Cancelled,2026-08-06 18:00:19.955284,2026-08-06 18:00:19.955284,2026-08-06 18:00:19.955284
4870,133,430,1,40798.0,Delivered,2026-08-06 18:00:20.711844,2026-08-06 18:00:20.711844,2026-08-06 18:00:20.711844
4871,599,223,5,251215.0,Pending,2026-08-06 18:00:21.424312,2026-08-06 18:00:21.424312,2026-08-06 18:00:21.424312
4872,108,55,4,150408.0,Processing,2026-08-06 18:00:22.104242,2026-08-06 18:00:22.104242,2026-08-06 18:00:22.104242
4873,560,281,4,228448.0,Cancelled,2026-08-06 18:00:22.826934,2026-08-06 18:00:22.826934,2026-08-06 18:00:22.826934
4874,503,244,5,338895.0,Pending,2026-08-06 18:00:23.547425,2026-08-06 18:00:23.547425,2026-08-06 18:00:23.547425
4875,605,430,1,44407.0,Cancelled,2026-08-06 18:00:24.182732,2026-08-06 18:00:24.182732,2026-08-06 18:00:24.182732
4876,721,408,3,33612.0,Pending,2026-08-06 18:00:24.882523,2026-08-06 18:00:24.882523,2026-08-06 18:00:24.882523
4877,467,92,2,62936.0,Delivered,2026-08-06 18:00:25.502319,2026-08-06 18:00:25.502319,2026-08-06 18:00:25.502319
4878,606,453,4,121024.0,Cancelled,2026-08-06 18:00:26.149483,2026-08-06 18:00:26.149483,2026-08-06 18:00:26.149483
4879,867,480,5,486605.0,Cancelled,2026-08-06 18:00:26.982303,2026-08-06 18:00:26.982303,2026-08-06 18:00:26.982303
4880,890,378,1,63112.0,Processing,2026-08-06 18:00:27.642006,2026-08-06 18:00:27.642006,2026-08-06 18:00:27.642006
4881,316,196,3,224553.0,Processing,2026-08-06 18:00:28.322209,2026-08-06 18:00:28.322209,2026-08-06 18:00:28.322209
4882,141,431,3,134943.0,Delivered,2026-08-06 18:00:29.027226,2026-08-06 18:00:29.027226,2026-08-06 18:00:29.027226
4883,572,385,3,154050.0,Shipped,2026-08-06 18:00:29.661995,2026-08-06 18:00:29.661995,2026-08-06 18:00:29.661995
4884,600,275,1,70528.0,Shipped,2026-08-06 18:00:30.355350,2026-08-06 18:00:30.355350,2026-08-06 18:00:30.355350
4885,799,326,4,5432.0,Processing,2026-08-06 18:00:31.062068,2026-08-06 18:00:31.062068,2026-08-06 18:00:31.062068
4886,437,460,4,65264.0,Shipped,2026-08-06 18:00:31.722480,2026-08-06 18:00:31.722480,2026-08-06 18:00:31.722480
4887,915,482,1,91005.0,Processing,2026-08-06 18:00:32.381954,2026-08-06 18:00:32.381954,2026-08-06 18:00:32.381954
4888,100,207,2,83364.0,Pending,2026-08-06 18:00:32.987356,2026-08-06 18:00:32.987356,2026-08-06 18:00:32.987356
4889,650,237,5,225000.0,Processing,2026-08-06 18:00:33.662378,2026-08-06 18:00:33.662378,2026-08-06 18:00:33.662378
4890,797,72,1,40964.0,Processing,2026-08-06 18:00:34.302446,2026-08-06 18:00:34.302446,2026-08-06 18:00:34.302446
4891,421,98,4,310896.0,Processing,2026-08-06 18:00:34.982252,2026-08-06 18:00:34.982252,2026-08-06 18:00:34.982252
4892,213,71,2,168376.0,Processing,2026-08-06 18:00:35.583967,2026-08-06 18:00:35.583967,2026-08-06 18:00:35.583967
4893,221,50,4,20392.0,Shipped,2026-08-06 18:00:36.187090,2026-08-06 18:00:36.187090,2026-08-06 18:00:36.187090
4894,355,148,5,455430.0,Shipped,2026-08-06 18:00:36.857837,2026-08-06 18:00:36.857837,2026-08-06 18:00:36.857837
4895,930,144,2,179324.0,Cancelled,2026-08-06 18:00:37.504042,2026-08-06 18:00:37.504042,2026-08-06 18:00:37.504042
4896,981,158,3,164793.0,Shipped,2026-08-06 18:00:38.269887,2026-08-06 18:00:38.269887,2026-08-06 18:00:38.269887
4897,225,294,1,1611.0,Delivered,2026-08-06 18:00:38.922321,2026-08-06 18:00:38.922321,2026-08-06 18:00:38.922321
4898,358,369,4,350352.0,Processing,2026-08-06 18:00:39.586835,2026-08-06 18:00:39.586835,2026-08-06 18:00:39.586835
4899,732,247,3,263826.0,Delivered,2026-08-06 18:00:40.212217,2026-08-06 18:00:40.212217,2026-08-06 18:00:40.212217
4900,485,155,5,330400.0,Shipped,2026-08-06 18:00:40.822533,2026-08-06 18:00:40.822533,2026-08-06 18:00:40.822533
4901,239,227,2,32554.0,Delivered,2026-08-06 18:00:41.467163,2026-08-06 18:00:41.467163,2026-08-06 18:00:41.467163
4902,26,16,1,5509.0,Processing,2026-08-06 18:00:42.037291,2026-08-06 18:00:42.037291,2026-08-06 18:00:42.037291
4903,985,70,1,53222.0,Processing,2026-08-06 18:00:42.742217,2026-08-06 18:00:42.742217,2026-08-06 18:00:42.742217
4904,390,480,3,283803.0,Cancelled,2026-08-06 18:00:43.524921,2026-08-06 18:00:43.524921,2026-08-06 18:00:43.524921
4905,28,1,4,204660.0,Processing,2026-08-06 18:00:44.268368,2026-08-06 18:00:44.268368,2026-08-06 18:00:44.268368
4906,646,297,1,4295.0,Processing,2026-08-06 18:00:44.962855,2026-08-06 18:00:44.962855,2026-08-06 18:00:44.962855
4907,185,346,3,282729.0,Delivered,2026-08-06 18:00:45.643595,2026-08-06 18:00:45.643595,2026-08-06 18:00:45.643595
4908,143,440,1,82656.0,Shipped,2026-08-06 18:00:46.387163,2026-08-06 18:00:46.387163,2026-08-06 18:00:46.387163
4909,353,190,2,112054.0,Cancelled,2026-08-06 18:00:47.073407,2026-08-06 18:00:47.073407,2026-08-06 18:00:47.073407
4910,911,340,5,357390.0,Processing,2026-08-06 18:00:47.788902,2026-08-06 18:00:47.788902,2026-08-06 18:00:47.788902
4911,907,377,3,16083.0,Processing,2026-08-06 18:00:48.482828,2026-08-06 18:00:48.482828,2026-08-06 18:00:48.482828
4912,709,29,2,106444.0,Shipped,2026-08-06 18:00:49.121779,2026-08-06 18:00:49.121779,2026-08-06 18:00:49.121779
4913,137,3,3,108270.0,Pending,2026-08-06 18:00:49.843303,2026-08-06 18:00:49.843303,2026-08-06 18:00:49.843303
4914,355,124,2,3590.0,Processing,2026-08-06 18:00:50.502392,2026-08-06 18:00:50.502392,2026-08-06 18:00:50.502392
4915,4,220,5,390235.0,Cancelled,2026-08-06 18:00:51.186893,2026-08-06 18:00:51.186893,2026-08-06 18:00:51.186893
4916,796,90,1,10757.0,Shipped,2026-08-06 18:00:51.847261,2026-08-06 18:00:51.847261,2026-08-06 18:00:51.847261
4917,298,15,2,84890.0,Delivered,2026-08-06 18:00:52.565046,2026-08-06 18:00:52.565046,2026-08-06 18:00:52.565046
4918,447,70,4,337360.0,Delivered,2026-08-06 18:00:53.224567,2026-08-06 18:00:53.224567,2026-08-06 18:00:53.224567
4919,393,29,4,113624.0,Pending,2026-08-06 18:00:53.927908,2026-08-06 18:00:53.927908,2026-08-06 18:00:53.927908
4920,227,219,2,97932.0,Delivered,2026-08-06 18:00:54.586995,2026-08-06 18:00:54.586995,2026-08-06 18:00:54.586995
4921,239,481,4,100412.0,Processing,2026-08-06 18:00:55.279250,2026-08-06 18:00:55.279250,2026-08-06 18:00:55.279250
4922,742,340,4,113584.0,Delivered,2026-08-06 18:00:56.032583,2026-08-06 18:00:56.032583,2026-08-06 18:00:56.032583
4923,45,413,5,378255.0,Shipped,2026-08-06 18:00:56.722229,2026-08-06 18:00:56.722229,2026-08-06 18:00:56.722229
4924,77,313,5,61995.0,Pending,2026-08-06 18:00:57.352213,2026-08-06 18:00:57.352213,2026-08-06 18:00:57.352213
4925,535,459,2,150752.0,Processing,2026-08-06 18:00:58.022198,2026-08-06 18:00:58.022198,2026-08-06 18:00:58.022198
4926,297,321,2,4986.0,Shipped,2026-08-06 18:00:58.628911,2026-08-06 18:00:58.628911,2026-08-06 18:00:58.628911
4927,322,79,2,158468.0,Processing,2026-08-06 18:00:59.381740,2026-08-06 18:00:59.381740,2026-08-06 18:00:59.381740
4928,138,295,1,98518.0,Shipped,2026-08-06 18:01:00.027244,2026-08-06 18:01:00.027244,2026-08-06 18:01:00.027244
4929,161,234,2,128656.0,Shipped,2026-08-06 18:01:00.741859,2026-08-06 18:01:00.741859,2026-08-06 18:01:00.741859
4930,28,213,5,294090.0,Pending,2026-08-06 18:01:01.422531,2026-08-06 18:01:01.422531,2026-08-06 18:01:01.422531
4931,160,13,1,33262.0,Processing,2026-08-06 18:01:02.077242,2026-08-06 18:01:02.077242,2026-08-06 18:01:02.077242
4932,846,297,5,259340.0,Delivered,2026-08-06 18:01:02.742505,2026-08-06 18:01:02.742505,2026-08-06 18:01:02.742505
4933,114,20,5,382810.0,Pending,2026-08-06 18:01:03.382080,2026-08-06 18:01:03.382080,2026-08-06 18:01:03.382080
4934,917,139,2,149260.0,Processing,2026-08-06 18:01:04.042448,2026-08-06 18:01:04.042448,2026-08-06 18:01:04.042448
4935,471,456,1,31248.0,Shipped,2026-08-06 18:01:04.782596,2026-08-06 18:01:04.782596,2026-08-06 18:01:04.782596
4936,471,319,1,18749.0,Processing,2026-08-06 18:01:05.485131,2026-08-06 18:01:05.485131,2026-08-06 18:01:05.485131
4937,199,479,5,42795.0,Shipped,2026-08-06 18:01:06.122917,2026-08-06 18:01:06.122917,2026-08-06 18:01:06.122917
4938,812,264,2,160042.0,Cancelled,2026-08-06 18:01:06.843126,2026-08-06 18:01:06.843126,2026-08-06 18:01:06.843126
4939,856,141,2,15080.0,Shipped,2026-08-06 18:01:07.461879,2026-08-06 18:01:07.461879,2026-08-06 18:01:07.461879
4940,436,496,2,105554.0,Cancelled,2026-08-06 18:01:08.144379,2026-08-06 18:01:08.144379,2026-08-06 18:01:08.144379
4941,376,353,3,294864.0,Processing,2026-08-06 18:01:08.827397,2026-08-06 18:01:08.827397,2026-08-06 18:01:08.827397
4942,471,83,4,234124.0,Shipped,2026-08-06 18:01:09.477228,2026-08-06 18:01:09.477228,2026-08-06 18:01:09.477228
4943,303,102,3,63258.0,Pending,2026-08-06 18:01:10.187070,2026-08-06 18:01:10.187070,2026-08-06 18:01:10.187070
4944,749,284,5,187680.0,Pending,2026-08-06 18:01:10.869588,2026-08-06 18:01:10.869588,2026-08-06 18:01:10.869588
4945,679,466,4,89348.0,Shipped,2026-08-06 18:01:11.584456,2026-08-06 18:01:11.584456,2026-08-06 18:01:11.584456
4946,646,459,5,487525.0,Cancelled,2026-08-06 18:01:12.283116,2026-08-06 18:01:12.283116,2026-08-06 18:01:12.283116
4947,744,396,2,47174.0,Processing,2026-08-06 18:01:13.002535,2026-08-06 18:01:13.002535,2026-08-06 18:01:13.002535
4948,504,23,2,157890.0,Processing,2026-08-06 18:01:13.702306,2026-08-06 18:01:13.702306,2026-08-06 18:01:13.702306
4949,144,262,3,167625.0,Processing,2026-08-06 18:01:14.424725,2026-08-06 18:01:14.424725,2026-08-06 18:01:14.424725
4950,556,71,3,184548.0,Cancelled,2026-08-06 18:01:15.104250,2026-08-06 18:01:15.104250,2026-08-06 18:01:15.104250
4951,421,420,4,9860.0,Delivered,2026-08-06 18:01:15.781990,2026-08-06 18:01:15.781990,2026-08-06 18:01:15.781990
4952,974,125,5,374620.0,Cancelled,2026-08-06 18:01:16.504486,2026-08-06 18:01:16.504486,2026-08-06 18:01:16.504486
4953,594,477,3,255204.0,Delivered,2026-08-06 18:01:17.205499,2026-08-06 18:01:17.205499,2026-08-06 18:01:17.205499
4954,27,96,1,25902.0,Processing,2026-08-06 18:01:17.951818,2026-08-06 18:01:17.951818,2026-08-06 18:01:17.951818
4955,58,39,3,25035.0,Shipped,2026-08-06 18:01:18.604296,2026-08-06 18:01:18.604296,2026-08-06 18:01:18.604296
4956,121,76,1,93406.0,Cancelled,2026-08-06 18:01:19.310026,2026-08-06 18:01:19.310026,2026-08-06 18:01:19.310026
4957,971,167,5,113350.0,Shipped,2026-08-06 18:01:20.032258,2026-08-06 18:01:20.032258,2026-08-06 18:01:20.032258
4958,982,16,2,93172.0,Cancelled,2026-08-06 18:01:20.634131,2026-08-06 18:01:20.634131,2026-08-06 18:01:20.634131
4959,941,220,2,145174.0,Cancelled,2026-08-06 18:01:21.222467,2026-08-06 18:01:21.222467,2026-08-06 18:01:21.222467
4960,612,311,1,21792.0,Pending,2026-08-06 18:01:21.901891,2026-08-06 18:01:21.901891,2026-08-06 18:01:21.901891
4961,685,213,4,353136.0,Delivered,2026-08-06 18:01:22.482598,2026-08-06 18:01:22.482598,2026-08-06 18:01:22.482598
4962,508,301,2,131476.0,Pending,2026-08-06 18:01:23.165171,2026-08-06 18:01:23.165171,2026-08-06 18:01:23.165171
4963,11,363,1,91067.0,Shipped,2026-08-06 18:01:23.869957,2026-08-06 18:01:23.869957,2026-08-06 18:01:23.869957
4964,838,500,2,123696.0,Pending,2026-08-06 18:01:24.522181,2026-08-06 18:01:24.522181,2026-08-06 18:01:24.522181
4965,14,187,4,83056.0,Delivered,2026-08-06 18:01:25.222987,2026-08-06 18:01:25.222987,2026-08-06 18:01:25.222987
4966,822,236,5,361855.0,Processing,2026-08-06 18:01:25.903500,2026-08-06 18:01:25.903500,2026-08-06 18:01:25.903500
4967,538,408,1,47398.0,Delivered,2026-08-06 18:01:26.561942,2026-08-06 18:01:26.561942,2026-08-06 18:01:26.561942
4968,227,22,4,374476.0,Pending,2026-08-06 18:01:27.202275,2026-08-06 18:01:27.202275,2026-08-06 18:01:27.202275
4969,204,6,3,272220.0,Cancelled,2026-08-06 18:01:28.042532,2026-08-06 18:01:28.042532,2026-08-06 18:01:28.042532
4970,323,370,5,56185.0,Cancelled,2026-08-06 18:01:28.842526,2026-08-06 18:01:28.842526,2026-08-06 18:01:28.842526
4971,308,494,4,328428.0,Cancelled,2026-08-06 18:01:29.582175,2026-08-06 18:01:29.582175,2026-08-06 18:01:29.582175
4972,330,341,5,391500.0,Processing,2026-08-06 18:01:30.351881,2026-08-06 18:01:30.351881,2026-08-06 18:01:30.351881
4973,554,292,1,61099.0,Delivered,2026-08-06 18:01:31.162547,2026-08-06 18:01:31.162547,2026-08-06 18:01:31.162547
4974,699,199,2,52390.0,Shipped,2026-08-06 18:01:31.882035,2026-08-06 18:01:31.882035,2026-08-06 18:01:31.882035
4975,946,308,5,412685.0,Processing,2026-08-06 18:01:32.562240,2026-08-06 18:01:32.562240,2026-08-06 18:01:32.562240
4976,541,478,4,298360.0,Processing,2026-08-06 18:01:33.222281,2026-08-06 18:01:33.222281,2026-08-06 18:01:33.222281
4977,959,435,2,2778.0,Cancelled,2026-08-06 18:01:33.869626,2026-08-06 18:01:33.869626,2026-08-06 18:01:33.869626
4978,708,296,2,71526.0,Delivered,2026-08-06 18:01:34.629628,2026-08-06 18:01:34.629628,2026-08-06 18:01:34.629628
4979,464,52,3,70629.0,Shipped,2026-08-06 18:01:35.250014,2026-08-06 18:01:35.250014,2026-08-06 18:01:35.250014
4980,953,89,3,166572.0,Processing,2026-08-06 18:01:35.941875,2026-08-06 18:01:35.941875,2026-08-06 18:01:35.941875
4981,299,74,5,221685.0,Shipped,2026-08-06 18:01:36.610159,2026-08-06 18:01:36.610159,2026-08-06 18:01:36.610159
4982,798,222,4,196428.0,Pending,2026-08-06 18:01:37.342024,2026-08-06 18:01:37.342024,2026-08-06 18:01:37.342024
4983,612,127,1,26085.0,Shipped,2026-08-06 18:01:38.034294,2026-08-06 18:01:38.034294,2026-08-06 18:01:38.034294
4984,623,359,5,7515.0,Delivered,2026-08-06 18:01:38.750013,2026-08-06 18:01:38.750013,2026-08-06 18:01:38.750013
4985,406,474,5,282265.0,Cancelled,2026-08-06 18:01:39.382508,2026-08-06 18:01:39.382508,2026-08-06 18:01:39.382508
4986,464,376,2,67690.0,Cancelled,2026-08-06 18:01:40.032286,2026-08-06 18:01:40.032286,2026-08-06 18:01:40.032286
4987,350,433,3,35382.0,Cancelled,2026-08-06 18:01:40.782036,2026-08-06 18:01:40.782036,2026-08-06 18:01:40.782036
4988,253,40,3,279537.0,Cancelled,2026-08-06 18:01:41.422326,2026-08-06 18:01:41.422326,2026-08-06 18:01:41.422326
4989,591,274,3,119850.0,Delivered,2026-08-06 18:01:42.043058,2026-08-06 18:01:42.043058,2026-08-06 18:01:42.043058
4990,775,90,4,264996.0,Processing,2026-08-06 18:01:42.708043,2026-08-06 18:01:42.708043,2026-08-06 18:01:42.708043
4991,191,379,2,42784.0,Cancelled,2026-08-06 18:01:43.311966,2026-08-06 18:01:43.311966,2026-08-06 18:01:43.311966
4992,574,174,4,93412.0,Cancelled,2026-08-06 18:01:44.004649,2026-08-06 18:01:44.004649,2026-08-06 18:01:44.004649
4993,861,180,2,63206.0,Pending,2026-08-06 18:01:44.729318,2026-08-06 18:01:44.729318,2026-08-06 18:01:44.729318
4994,434,380,2,67140.0,Cancelled,2026-08-06 18:01:45.443305,2026-08-06 18:01:45.443305,2026-08-06 18:01:45.443305
4995,377,17,4,78912.0,Cancelled,2026-08-06 18:01:46.188476,2026-08-06 18:01:46.188476,2026-08-06 18:01:46.188476
4996,770,38,4,69496.0,Cancelled,2026-08-06 18:01:46.922152,2026-08-06 18:01:46.922152,2026-08-06 18:01:46.922152
4997,173,180,4,58004.0,Delivered,2026-08-06 18:01:47.632700,2026-08-06 18:01:47.632700,2026-08-06 18:01:47.632700
